,epoch,iteration,state,direction,action,loss
0,54,0,331,0,al,0.02840599446020146
1,54,1,133,3,al,0.04791615954882001
2,54,2,113,2,al,0.10603260478870465
3,54,3,311,1,al,0.024437531566402066
4,54,4,331,0,al,0.02672677188502608
5,54,5,133,3,al,0.045243891739423614
6,54,6,113,2,al,0.10256169183132331
7,54,7,311,1,al,0.02408900831522384
8,54,8,331,0,al,0.025210312498617698
9,54,9,133,3,al,0.04275222086368926
10,54,10,113,2,al,0.09928745795828949
11,54,11,311,1,al,0.023825131950163617
12,54,12,331,0,al,0.02384211934932079
13,54,13,133,3,al,0.040428026740948295
14,54,14,113,2,al,0.0961972132225225
15,54,15,311,1,al,0.023636410344952726
16,54,16,331,0,al,0.0226089337907309
17,54,17,133,3,al,0.03825919113443889
18,54,18,113,2,al,0.09327916554663766
19,54,19,311,1,af,0.011795484681576951
20,54,20,301,1,al,0.032552083333333336
21,54,21,430,0,af,0.03894276705731406
22,54,22,420,0,al,0.027455529018313145
23,54,23,242,3,ar,0.08684756463232053
24,54,24,420,0,al,0.02770625851628447
25,54,25,242,3,ar,0.08551833517590542
26,54,26,420,0,al,0.02791257684112188
27,54,27,242,3,af,0.04548895939771743
28,54,28,232,3,al,0.018003396845525144
29,54,29,123,2,al,0.056560577771896575
30,54,30,212,1,al,0.029933674186990403
31,54,31,321,0,al,0.018281583318226168
32,54,32,232,3,ar,0.04771097851650342
33,54,33,321,0,al,0.018128704849330317
34,54,34,232,3,ar,0.04711455506806931
35,54,35,321,0,al,0.01798798249940025
36,54,36,232,3,ar,0.046537116440926084
37,54,37,321,0,al,0.017858774918012233
38,54,38,232,3,ar,0.04597799377208286
39,54,39,321,0,al,0.017740471013507567
40,54,40,232,3,af,0.02804269567782831
41,54,41,222,3,af,0.018226543493109752
42,54,42,212,3,al,0.02724883136619084
43,54,43,321,2,al,0.017550462698362062
44,54,44,232,1,ar,0.04449256388800782
45,54,45,321,2,al,0.017459938088200504
46,54,46,232,1,ar,0.04399782843443348
47,54,47,321,2,al,0.017378233130985906
48,54,48,232,1,ar,0.043518522412038074
49,54,49,321,2,al,0.017304864693911622
50,54,50,232,1,ar,0.04305411298141385
51,54,51,321,2,al,0.017239372739325427
52,54,52,232,1,ar,0.042604087497773835
53,54,53,321,2,al,0.017181319276541637
54,54,54,232,1,ar,0.042167952693774095
55,54,55,321,2,al,0.017130287360376098
56,54,56,232,1,ar,0.04174523389690321
57,54,57,321,2,al,0.017085880134316143
58,54,58,232,1,ar,0.04133547427992608
59,54,59,321,2,al,0.017047719916333127
60,54,60,232,1,ar,0.04093823414293129
61,54,61,321,2,al,0.017015447325435754
62,54,62,232,1,ar,0.040553090225603855
63,54,63,321,2,al,0.016988720447149042
64,54,64,232,1,ar,0.04017963504840303
65,54,65,321,2,al,0.01696721403618611
66,54,66,232,1,ar,0.03981747628138697
67,54,67,321,2,al,0.01695061875465843
68,54,68,232,1,ar,0.03946623613948312
69,54,69,321,2,al,0.016938640444244948
70,54,70,232,1,ar,0.03912555080305633
71,54,71,321,2,al,0.016930999430811784
72,54,72,232,1,ar,0.03879506986267855
73,54,73,321,2,al,0.016927429860042212
74,54,74,232,1,ar,0.03847445578705463
75,54,75,321,2,al,0.01692767906270118
76,54,76,232,1,ar,0.03815875899559642
77,54,77,321,2,af,0.014174246794667401
78,54,78,311,2,al,0.02464800829382678
79,54,79,331,1,al,0.014314194446047717
80,54,80,133,0,al,0.02053171678191244
81,54,81,113,3,al,0.06845805167955499
82,54,82,311,2,al,0.024739583333333332
83,54,83,331,1,al,0.014025593759489316
84,54,84,133,0,al,0.019465187816266355
85,54,85,113,3,al,0.06673716081019415
86,54,86,311,2,al,0.024739583333333332
87,54,87,331,1,al,0.0137811048390339
88,54,88,133,0,al,0.01846187672995905
89,54,89,113,3,al,0.06509240426915038
90,54,90,311,2,al,0.024739583333333332
91,54,91,331,1,al,0.013577046811071634
92,54,92,133,0,al,0.017518015093845818
93,54,93,113,3,al,0.06351998715063625
94,54,94,311,2,al,0.024739583333333332
95,54,95,331,1,al,0.013409996434253555
96,54,96,133,0,al,0.01663006140209211
97,54,97,113,3,al,0.062016319728983395
98,54,98,311,2,al,0.024739583333333332
99,54,99,331,1,ar,0.031210892113555096
