,epoch,iteration,state,direction,action,loss
0,93,0,232,2,ar,0.06234367330904946
1,93,1,321,3,al,0.023113726094263973
2,93,2,232,2,ar,0.06127023219794367
3,93,3,321,3,al,0.022640837474544134
4,93,4,232,2,ar,0.060233117410281645
5,93,5,321,3,al,0.022196410874992162
6,93,6,232,2,ar,0.059230976455421226
7,93,7,321,3,al,0.021779043395771528
8,93,8,232,2,ar,0.05826251111558811
9,93,9,321,3,al,0.021387396851344043
10,93,10,232,2,ar,0.057326475147064015
11,93,11,321,3,al,0.021020194849303325
12,93,12,232,2,ar,0.05642167208336455
13,93,13,321,3,al,0.020676220001669254
14,93,14,232,2,ar,0.05554695313563107
15,93,15,321,3,al,0.020354311262460272
16,93,16,232,2,ar,0.054701215185705886
17,93,17,321,3,al,0.020053361385667684
18,93,18,232,2,ar,0.0538833988675842
19,93,19,321,3,al,0.01977231449804394
20,93,20,232,2,ar,0.053092486733150514
21,93,21,321,3,al,0.01951016378139094
22,93,22,232,2,ar,0.05232750149831256
23,93,23,321,3,al,0.019265949259293636
24,93,24,232,2,ar,0.051587504365833
25,93,25,321,3,al,0.019038755683489176
26,93,26,232,2,ar,0.05087159342134565
27,93,27,321,3,al,0.018827710515294423
28,93,28,232,2,ar,0.050178902099210165
29,93,29,321,3,al,0.018631981997734925
30,93,30,232,2,ar,0.04950859771502395
31,93,31,321,3,al,0.01845077731422706
32,93,32,232,2,ar,0.048859880061764005
33,93,33,321,3,al,0.01828334082986317
34,93,34,232,2,ar,0.04823198006667598
35,93,35,321,3,al,0.018128952411537492
36,93,36,232,2,ar,0.04762415850616644
37,93,37,321,3,al,0.01798692582332863
38,93,38,232,2,ar,0.04703570477608693
39,93,39,321,3,al,0.017856607193723718
40,93,40,232,2,ar,0.046465935714919
41,93,41,321,3,al,0.017737373551430086
42,93,42,232,2,ar,0.045914194477491586
43,93,43,321,3,al,0.017628631426672776
44,93,44,232,2,ar,0.045379849456970794
45,93,45,321,3,al,0.017529815515021092
46,93,46,232,2,ar,0.0448622932529695
47,93,47,321,3,al,0.01744038740092554
48,93,48,232,2,ar,0.044360941683725764
49,93,49,321,3,al,0.017359834338277022
50,93,50,232,2,ar,0.04387523284039282
51,93,51,321,3,af,0.01605391945126144
52,93,52,311,3,al,0.023841987454989905
53,93,53,331,2,af,0.03388953277871346
54,93,54,321,2,al,0.017222072407735968
55,93,55,232,1,ar,0.0429811286264668
56,93,56,321,2,ar,0.017165408337051855
57,93,57,232,3,ar,0.04253858602266384
58,93,58,321,0,al,0.017115808295200624
59,93,59,232,3,ar,0.042109663902281456
60,93,60,321,0,al,0.017072870884280108
61,93,61,232,3,ar,0.04169389813154375
62,93,62,321,0,al,0.017036214152178018
63,93,63,232,3,ar,0.041290841991666986
64,93,64,321,0,al,0.017005474705152335
65,93,65,232,3,ar,0.04090006547894077
66,93,66,321,0,al,0.016980306860018255
67,93,67,232,3,ar,0.040521154634257
68,93,68,321,0,al,0.01696038183417606
69,93,69,232,3,af,0.023946649523711772
70,93,70,222,3,af,0.01514941084208013
71,93,71,212,3,al,0.023229076782452673
72,93,72,321,2,al,0.01693664053607674
73,93,73,232,1,ar,0.039519957273448626
74,93,74,321,2,al,0.016929828013525185
75,93,75,232,1,ar,0.0391827040646692
76,93,76,321,2,al,0.016927147197626776
77,93,77,232,1,af,0.022960258071167156
78,93,78,222,1,af,0.01440843491753148
79,93,79,212,1,al,0.02233662649579851
80,93,80,321,0,al,0.016931923558655828
81,93,81,232,3,ar,0.03828167807850998
82,93,82,321,0,af,0.014077607791191327
83,93,83,311,0,al,0.024663895267312313
84,93,84,331,3,al,0.014199363222323043
85,93,85,133,2,al,0.02082709557821299
86,93,86,113,1,al,0.06927077913743478
87,93,87,311,0,al,0.024739583333333332
88,93,88,331,3,al,0.013923810794796957
89,93,89,133,2,al,0.019746390576431887
90,93,90,113,1,al,0.06752860408451004
91,93,91,311,0,al,0.024739583333333332
92,93,92,331,3,al,0.013692197167104491
93,93,93,133,2,al,0.018729678707103032
94,93,94,113,1,al,0.065863495309232
95,93,95,311,0,al,0.024739583333333332
96,93,96,331,3,al,0.01350082285808909
97,93,97,133,2,al,0.01777314472174713
98,93,98,113,1,al,0.06427161016337064
99,93,99,311,0,af,0.013020833333333334
