,epoch,iteration,state,direction,action,loss
0,97,0,044,0,ar,0.19227724835545298
1,97,1,400,1,al,0.041666666666666664
2,97,2,440,0,ar,0.09267147451137277
3,97,3,440,1,af,0.08204403446647571
4,97,4,430,1,af,0.04423158283424761
5,97,5,420,1,al,0.026344842561219804
6,97,6,242,0,ar,0.0963470420474068
7,97,7,420,1,al,0.026464373995522112
8,97,8,242,0,ar,0.09492314579196622
9,97,9,420,1,al,0.026604464508478504
10,97,10,242,0,ar,0.09351132685775053
11,97,11,420,1,al,0.02676542122360968
12,97,12,242,0,ar,0.0921115920114719
13,97,13,420,1,al,0.026947557945594388
14,97,14,242,0,ar,0.09072395075444617
15,97,15,420,1,al,0.027151195277634748
16,97,16,242,0,ar,0.08934841535053277
17,97,17,420,1,al,0.027374866757145126
18,97,18,242,0,ar,0.08798513669623191
19,97,19,420,1,al,0.027560126367479346
20,97,20,242,0,ar,0.08663831650444646
21,97,21,420,1,al,0.027757838631109668
22,97,22,242,0,ar,0.08530784862097901
23,97,23,420,1,al,0.02796808522843164
24,97,24,242,0,ar,0.08399362934530384
25,97,25,420,1,al,0.02819095019254445
26,97,26,242,0,ar,0.08269555741618966
27,97,27,420,1,al,0.028426519931572983
28,97,28,242,0,ar,0.08141353399791836
29,97,29,420,1,af,0.022570302095927853
30,97,30,410,1,al,0.033854166666666664
31,97,31,341,0,ar,0.08478788781914182
32,97,32,430,1,af,0.03386543090824016
33,97,33,420,1,al,0.028980517853300646
34,97,34,242,0,ar,0.07880847709634202
35,97,35,420,1,al,0.02925742178329505
36,97,36,242,0,ar,0.0775731623488946
37,97,37,420,1,af,0.02230335236278329
38,97,38,410,1,al,0.033854166666666664
39,97,39,341,0,ar,0.08085203867779533
40,97,40,430,1,af,0.03204218428925631
41,97,41,420,1,al,0.02985403852166506
42,97,42,242,0,ar,0.07520504272488725
43,97,43,420,1,al,0.030171294685650534
44,97,44,242,0,ar,0.07401431103614987
45,97,45,420,1,al,0.030502038711177668
46,97,46,242,0,ar,0.07283907450853994
47,97,47,420,1,al,0.030846378340472744
48,97,48,242,0,ar,0.0716792535271167
49,97,49,420,1,al,0.031204423947663623
50,97,50,242,0,ar,0.07053477081934253
51,97,51,420,1,al,0.03125
52,97,52,242,0,ar,0.06941594294563602
53,97,53,420,1,al,0.03125
54,97,54,242,0,al,0.008964592109860703
55,97,55,024,3,al,0.09628918495155053
56,97,56,202,2,al,0.03180596361219845
57,97,57,420,1,al,0.03125
58,97,58,242,0,ar,0.06654434438503659
59,97,59,420,1,al,0.03125
60,97,60,242,0,ar,0.0655207254319361
61,97,61,420,1,al,0.03125
62,97,62,242,0,ar,0.06452145742192081
63,97,63,420,1,al,0.03125
64,97,64,242,0,ar,0.06354597766515281
65,97,65,420,1,al,0.03125
66,97,66,242,0,ar,0.06259373646202589
67,97,67,420,1,al,0.03125
68,97,68,242,0,ar,0.06166419679504165
69,97,69,420,1,al,0.03125
70,97,70,242,0,ar,0.060756834028480276
71,97,71,420,1,al,0.03125
72,97,72,242,0,al,0.006775727034347946
73,97,73,024,3,al,0.08411818311838481
74,97,74,202,2,al,0.028923828146685922
75,97,75,420,1,al,0.03125
76,97,76,242,0,ar,0.05850590990791608
77,97,77,420,1,al,0.03125
78,97,78,242,0,ar,0.05767432443736064
79,97,79,420,1,al,0.03125
80,97,80,242,0,ar,0.05686264592517761
81,97,81,420,1,al,0.03125
82,97,82,242,0,al,0.006046463649650547
83,97,83,024,3,al,0.07823499930364616
84,97,84,202,2,al,0.028020983069373975
85,97,85,420,1,al,0.03125
86,97,86,242,0,ar,0.054885417948350355
87,97,87,420,1,al,0.03125
88,97,88,242,0,ar,0.054140876442929996
89,97,89,420,1,al,0.03125
90,97,90,242,0,ar,0.053414224192321925
91,97,91,420,1,al,0.03125
92,97,92,242,0,ar,0.052705047367672425
93,97,93,420,1,al,0.03125
94,97,94,242,0,ar,0.05201294162670269
95,97,95,420,1,al,0.03125
96,97,96,242,0,ar,0.05133751189284713
97,97,97,420,1,al,0.03125
98,97,98,242,0,af,0.024116776250644054
99,97,99,232,0,ar,0.027186465206017085
