,epoch,iteration,state,direction,action,loss
0,61,0,341,2,ar,0.10686899122769082
1,61,1,430,3,af,0.04606492291260739
2,61,2,420,3,al,0.026171723634030874
3,61,3,242,2,ar,0.09933321605792993
4,61,4,420,3,al,0.02625272726384345
5,61,5,242,2,ar,0.09788117293130988
6,61,6,420,3,al,0.026353784055762528
7,61,7,242,2,ar,0.0964412557542987
8,61,8,420,3,al,0.02647518939358273
9,61,9,242,2,ar,0.0950134659745644
10,61,10,420,3,al,0.02661724514257023
11,61,11,242,2,ar,0.09359780773353854
12,61,12,420,3,al,0.026780259762492317
13,61,13,242,2,ar,0.09219428789269324
14,61,14,420,3,al,0.02696454842304774
15,61,15,242,2,ar,0.0908029160607025
16,61,16,420,3,al,0.027170433121749025
17,61,17,242,2,ar,0.08942370462149862
18,61,18,420,3,al,0.027377887065312648
19,61,19,242,2,ar,0.0880582041498852
20,61,20,420,3,al,0.027563539449560737
21,61,21,242,2,ar,0.08670919653220684
22,61,22,420,3,al,0.02776166902840992
23,61,23,242,2,af,0.046311486786217736
24,61,24,232,2,ar,0.05011292111419102
25,61,25,321,3,al,0.01863602862557377
26,61,26,232,2,ar,0.04944340811978918
27,61,27,321,3,al,0.018454618371967848
28,61,28,232,2,ar,0.04879546695579487
29,61,29,321,3,al,0.01828697989280797
30,61,30,232,2,ar,0.048168328756818625
31,61,31,321,3,ar,0.018132392883484488
32,61,32,232,0,ar,0.047561254509290864
33,61,33,321,1,al,0.017990170949207056
34,61,34,232,0,ar,0.04697353382128159
35,61,35,321,1,al,0.01785966007139641
36,61,36,232,0,ar,0.046404483745253335
37,61,37,321,1,al,0.017740237142712164
38,61,38,232,0,ar,0.045853447651376174
39,61,39,321,1,al,0.01763130856761226
40,61,40,232,0,ar,0.0453197941491428
41,61,41,321,1,al,0.017532308925485064
42,61,42,232,0,ar,0.04480291605513056
43,61,43,321,1,al,0.01744269969353274
44,61,44,232,0,ar,0.044302229404856806
45,61,45,321,1,al,0.017361968026715767
46,61,46,232,0,ar,0.04381717250676925
47,61,47,321,1,al,0.01728962559219305
48,61,48,232,0,ar,0.04334720503650713
49,61,49,321,1,al,0.0172252074558107
50,61,50,232,0,ar,0.0428918071696505
51,61,51,321,1,al,0.017168271018305047
52,61,52,232,0,ar,0.042450478751262066
53,61,53,321,1,ar,0.017118394998993158
54,61,54,232,2,ar,0.04202273850060159
55,61,55,321,3,ar,0.017075178464825744
56,61,56,232,0,ar,0.04160812324946763
57,61,57,321,1,al,0.017038239902775015
58,61,58,232,0,ar,0.041206187212692626
59,61,59,321,1,al,0.017007216333622097
60,61,60,232,0,ar,0.04081650128938401
61,61,61,321,1,al,0.016981762465297225
62,61,62,232,0,ar,0.040438652393569204
63,61,63,321,1,al,0.016961549884009382
64,61,64,232,0,ar,0.04007224281296189
65,61,65,321,1,al,0.01694626628148246
66,61,66,232,0,ar,0.03971688959462564
67,61,67,321,1,al,0.016935614716690806
68,61,68,232,0,ar,0.03937222395636742
69,61,69,321,1,al,0.016929312910559928
70,61,70,232,0,ar,0.03903789072274368
71,61,71,321,1,al,0.016927092572167114
72,61,72,232,0,ar,0.03871354778461436
73,61,73,321,1,al,0.016928698755042836
74,61,74,232,0,ar,0.038391194511237285
75,61,75,321,1,al,0.01693405554677655
76,61,76,232,0,ar,0.038070260174915306
77,61,77,321,1,al,0.0169432019709336
78,61,78,232,0,ar,0.037750761569763785
79,61,79,321,1,al,0.01695617791865894
80,61,80,232,0,al,0.01155554896291279
81,61,81,123,3,al,0.04072052074647096
82,61,82,212,2,al,0.021457706768396947
83,61,83,321,1,al,0.016997134393503612
84,61,84,232,0,ar,0.03671991462526148
85,61,85,321,1,al,0.01702238488071964
86,61,86,232,0,ar,0.03640731898411471
87,61,87,321,1,al,0.017051624046966096
88,61,88,232,0,ar,0.03609624304675177
89,61,89,321,1,al,0.017084893877056605
90,61,90,232,0,ar,0.03578670489280558
91,61,91,321,1,al,0.017122236794998507
92,61,92,232,0,ar,0.035478722826521585
93,61,93,321,1,al,0.017163695668418872
94,61,94,232,0,ar,0.0351723153790399
95,61,95,321,1,al,0.01720931381303901
96,61,96,232,0,ar,0.034867501310702716
97,61,97,321,1,al,0.017259134997198052
98,61,98,232,0,ar,0.034564299613387826
99,61,99,321,1,al,0.017313203446425975
