state,al,af,ar,epoch
004,0.013597647910454203,2.040260207276746e-06,2.040260207276746e-06,14
014,0.004577488572773811,7.765705645678984e-05,7.01716891277434e-05,14
024,0.02562678942418847,0.002071953949334153,0.002672170337017648,14
034,0.004913902221078559,0.0015411537844992025,0.0023490987785276638,14
044,0.0,0.0,0.0,14
103,0.015227745881787063,3.0356252434104497e-06,0.0005172158969890762,14
113,0.1187773271900362,0.003230060298051836,0.00022988153569201736,14
123,0.03013406608029671,0.003867118835513023,0.005396142735521574,14
133,0.03668660106288164,0.018910583419877003,0.02677225025267095,14
143,0.0016565081209517277,0.0034583416193684617,0.00524252462203279,14
202,0.03147069481146679,1.4090092475688398e-05,0.007188166843926239,14
212,0.07058127981246448,0.007230425074209778,0.017372150359054442,14
222,2.505806121914583e-06,0.00420363993579799,2.923664309372467e-06,14
232,0.18573487291572502,0.13119360198429672,0.206852235666562,14
242,0.10828493648533495,0.22243608713614296,0.3669565220893946,14
301,0.015489273633333838,3.87342601044731e-06,0.006222528134864606,14
311,0.11546496154454278,0.031492989798183976,0.050686306437159545,14
321,0.40585562842142964,0.17246714256303497,0.2356271381317226,14
331,0.04568583875384675,0.03798864342002239,0.00010006796408314856,14
341,0.016603297667008677,0.02455117126221418,0.03615349919021159,14
400,0.004366701657230694,4.3667016572306943e-07,0.002,14
410,0.052891757510304734,0.029653250925008385,0.028968405198949637,14
420,0.553158793849959,0.4112529618951448,0.3954079813668629,14
430,0.04204384508119716,0.048260639012410886,0.0434753250423724,14
440,0.005007088244569452,0.008109116225216711,2.024645238834072e-06,14
