state,al,af,ar,epoch
004,0.04075997761970649,1.4249553001476527e-05,1.4249553001476527e-05,83
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,83
024,0.16258866269248684,0.013924281796362877,0.01718847674461391,83
034,0.014676880225827083,0.004708352356377065,0.007029843380310133,83
044,0.0015958242315032597,0.0019059729597410934,0.003030629278722755,83
103,0.08965845623043563,8.481226724731025e-05,0.0037294275875990462,83
113,0.9321968671176665,0.02784517919073543,0.015186562110384104,83
123,0.12296553293259117,0.018708861650355728,0.022706651341481893,83
133,0.28564760922457405,0.14870046986886207,0.21192501695361593,83
143,0.005788253858972871,0.01218820325040098,0.01835693820029933,83
202,0.2453129821085333,0.0007715075359123031,0.05701490421964601,83
212,0.2765500651008598,0.028849926012819917,0.06729846404710949,83
222,4.581764692480948e-05,0.01769145632681651,4.754097491056632e-05,83
232,0.5700334239595181,0.39821974746670946,0.6809750434746878,83
242,0.3512144164776928,0.7378077528596321,1.2485011482440926,83
301,0.08137123469930918,8.915071830900043e-05,0.03217279259752782,83
311,0.8042445220113755,0.21782016577920557,0.3620222162933699,83
321,1.270605103864059,0.561097631214562,0.7423448530939988,83
331,0.349145935253015,0.3038189688258092,0.0062129890329947575,83
341,0.06836321317695536,0.10292546460878924,0.1499060879832579,83
400,0.04774159127844911,2.858748782994475e-05,0.021892443781732517,83
410,0.23374901749383334,0.13094216122459507,0.12782233638210586,83
420,1.7808080264891517,1.28781282077564,1.2882198971138263,83
430,0.17790080639023817,0.2135698899041653,0.18440894598856755,83
440,0.0212271654929177,0.03423885224448671,3.0685512531721045e-05,83
