state,al,af,ar,epoch
004,0.04075997761970649,1.4249553001476527e-05,1.4249553001476527e-05,91
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,91
024,0.17831549068245875,0.015413736313956818,0.018874634626018492,91
034,0.014676880225827083,0.004708352356377065,0.007029843380310133,91
044,0.004775005511356993,0.005718691337951629,0.009075318020972912,91
103,0.08965845623043563,8.481226724731025e-05,0.0037294275875990462,91
113,0.9978255644399603,0.029917575086598057,0.017516438799506484,91
123,0.13143911950022674,0.020192729175422666,0.02430631019409891,91
133,0.3048369565943897,0.15821777293526273,0.22629891001416505,91
143,0.005788253858972871,0.01218820325040098,0.01835693820029933,91
202,0.2679917094631429,0.0009216634512089882,0.06276013021542766,91
212,0.29264351374973213,0.030585111702215492,0.07108779214705882,91
222,5.108163224562211e-05,0.01869032398236936,5.289958301161342e-05,91
232,0.5904758658317039,0.4122094336046893,0.7088387907311772,91
242,0.366115645239469,0.770671104236439,1.3059484054433768,91
301,0.0966478896289173,0.00012509196648238555,0.03825679970467434,91
311,0.8605801948678058,0.23301503231640175,0.38742291868856077,91
321,1.3168102390722378,0.5842193243576942,0.7702239020799372,91
331,0.36902361968193015,0.3217013760283784,0.006976611918476338,91
341,0.07395980029135649,0.11167234345127666,0.1623510519443183,91
400,0.06934534168588145,5.874481607120682e-05,0.031766392960907906,91
410,0.25812311535979016,0.14426267395346346,0.14125961784661453,91
420,1.8564811463143989,1.3392564763351291,1.3450316386886108,91
430,0.19952222429253758,0.24009101092692564,0.20680322326007425,91
440,0.024928670642675413,0.04026572775740472,4.2059072911277146e-05,91
