state,al,af,ar,epoch
004,0.05430994187965428,2.4401100351631243e-05,2.4401100351631243e-05,99
014,0.027624422194065426,0.00044013638705230426,0.00045773779369534875,99
024,0.1993211437769213,0.017339780877664093,0.021167744682312327,99
034,0.014676880225827083,0.004708352356377065,0.007029843380310133,99
044,0.005570916096736989,0.006667412155890437,0.010587939665045043,99
103,0.09463532330595895,9.419098731065884e-05,0.003916072333726034,99
113,1.043680970526914,0.03147500679016464,0.019277373932063798,99
123,0.14334676890987733,0.022276563531852055,0.026541976976434338,99
133,0.3205449491402295,0.16634849897200465,0.23817250134026943,99
143,0.006661280466154271,0.013900874066998432,0.021073244159085902,99
202,0.3019114275036266,0.0011706190644865681,0.07116981260064345,99
212,0.32909961683271655,0.03454469968426379,0.07964322114960497,99
222,6.856793326977714e-05,0.02168775979263749,7.066814131577112e-05,99
232,0.6154822788919705,0.4288056011609611,0.7435456997092219,99
242,0.37615838657624673,0.7937895215742962,1.3454459082770105,99
301,0.10409758728470328,0.00014528298107647074,0.04130669577042184,99
311,0.9098320694778005,0.24621330712144412,0.41037304148390946,99
321,1.3735921394037585,0.6133391317312561,0.8030280574800677,99
331,0.38778625978360043,0.33850672623928835,0.007740083178105165,99
341,0.07904045829552644,0.11939846575563429,0.17353827133161323,99
400,0.08225646862933744,8.193286787493091e-05,0.03766821329622274,99
410,0.2744383662795487,0.1534641757065636,0.15012712587795937,99
420,1.90645027130578,1.3729757009088077,1.3832775012394642,99
430,0.21395276405057517,0.2584075309795538,0.22189773793335493,99
440,0.029850546336011658,0.0482931453463999,5.997916428707727e-05,99
