state,al,af,ar,epoch
004,0.03397784857695218,1.0183738978484362e-05,1.0183738978484362e-05,71
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,71
024,0.1464211212756313,0.012549170512079932,0.015432441658747758,71
034,0.009731623013416431,0.0031538572952447175,0.004649200665208681,71
044,0.0015958242315032597,0.0019059729597410934,0.003030629278722755,71
103,0.05966554352611408,3.885070254215127e-05,0.002615680209349663,71
113,0.813218770103498,0.02400870480057459,0.01140237939494885,71
123,0.09257561852252244,0.013315792635529228,0.016886487649300865,71
133,0.24700412608248626,0.12854184293124826,0.18288266549833868,71
143,0.004099391846791213,0.008716997052191535,0.013044386644894532,71
202,0.2223151912409104,0.0006341903380731939,0.051658711661444125,71
212,0.22561617054244912,0.023374731973291665,0.05489189807243797,71
222,3.173921401710811e-05,0.014699716903650246,3.317744649345602e-05,71
232,0.5211083747188725,0.3642313357917588,0.6152332384658775,71
242,0.33249526382864647,0.7005172373207165,1.1802518860639448,71
301,0.06986496313736619,6.610571189433213e-05,0.027604222066850523,71
311,0.6983995584962707,0.18950182935655185,0.3126971489692225,71
321,1.1592395158955837,0.5074053197373988,0.6750462677427603,71
331,0.3038071380418902,0.26352719046918505,0.004655868737633391,71
341,0.051925983571166144,0.07818517638028429,0.11395824843521431,71
400,0.04340963089764895,2.3837165867967807e-05,0.01991205277157622,71
410,0.17527879595318355,0.09783343125814574,0.0960598350223367,71
420,1.69118799866986,1.223904809342001,1.2227260778029496,71
430,0.14666441098541688,0.17437664055490806,0.1518456794721642,71
440,0.019991506779595377,0.03222661223686856,2.728891622349587e-05,71
