state,al,af,ar,epoch
004,0.04075997761970649,1.4249553001476527e-05,1.4249553001476527e-05,78
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,78
024,0.1572030998875813,0.013468640379577627,0.01660356195084887,78
034,0.013016741667537598,0.004196593967660796,0.006227340419945454,78
044,0.0015958242315032597,0.0019059729597410934,0.003030629278722755,78
103,0.07955417136047546,6.752952240059652e-05,0.0034169398488903433,78
113,0.8580964654903546,0.025461723589479457,0.01276369929872,78
123,0.10279547922000995,0.01508603443181446,0.01882636988898505,78
133,0.26139889439158315,0.13617459534256424,0.1937329956367355,78
143,0.0053674572063408315,0.011320117146368644,0.017030540194866994,78
202,0.237655792251548,0.0007242992985053894,0.05524010049325579,78
212,0.2512890553382716,0.026121561812134445,0.060979737878864515,78
222,4.083969130436825e-05,0.01668196523859791,4.246704813692367e-05,78
232,0.5544875616045964,0.38740954957811435,0.659712856806416,78
242,0.3441495561689103,0.7242433979730528,1.2231690218832494,78
301,0.07376583003268418,7.341618918570622e-05,0.029104601287143678,78
311,0.7374296099235302,0.19989776856804362,0.3308939072781592,78
321,1.234677334010133,0.5435052210744912,0.7207077647864606,78
331,0.32103142877810004,0.2785319568375583,0.0052096934318506235,78
341,0.06314572866139911,0.09508793952960151,0.13849676595345992,78
400,0.04774159127844911,2.858748782994475e-05,0.021892443781732517,78
410,0.21433377982539878,0.1199023791202758,0.11732133110754228,78
420,1.7481916004427434,1.264343022395176,1.2646972349029642,78
430,0.16712277515111124,0.20000565861865685,0.1731624061338161,78
440,0.0212271654929177,0.03423885224448671,3.0685512531721045e-05,78
