state,al,af,ar,epoch
004,0.013597647910454203,2.040260207276746e-06,2.040260207276746e-06,12
014,0.004577488572773811,7.765705645678984e-05,7.01716891277434e-05,12
024,0.01408665942484898,0.001211897758350613,0.001448606474130601,12
034,0.004913902221078559,0.0015411537844992025,0.0023490987785276638,12
044,0.0,0.0,0.0,12
103,0.015227745881787063,3.0356252434104497e-06,0.0005172158969890762,12
113,0.07513294392185162,0.0020956859575337297,9.375284465198531e-05,12
123,0.025004320113466167,0.00311629244765353,0.004427334979374694,12
133,0.024675140089931245,0.012950554748280944,0.018034681570868266,12
143,0.0016565081209517277,0.0034583416193684617,0.00524252462203279,12
202,0.01557188784512922,3.903329597094867e-06,0.003828401635119831,12
212,0.06345596589764678,0.006491118410320315,0.01537239585898583,12
222,2.505806121914583e-06,0.00420363993579799,2.923664309372467e-06,12
232,0.16768292614509306,0.11788889287022622,0.18582491320694428,12
242,0.09709606328030224,0.19912160315926727,0.32841679133732166,12
301,0.015489273633333838,3.87342601044731e-06,0.006222528134864606,12
311,0.08318437318987285,0.022598823093040583,0.03695721843762456,12
321,0.3656520234217429,0.15526667701638486,0.21084355319426823,12
331,0.03325698069955765,0.02731289189124231,5.291879645511547e-05,12
341,0.016603297667008677,0.02455117126221418,0.03615349919021159,12
400,0.004366701657230694,4.3667016572306943e-07,0.002,12
410,0.052891757510304734,0.029653250925008385,0.028968405198949637,12
420,0.4981820636942502,0.37046295295280823,0.3557670090106055,12
430,0.04204384508119716,0.048260639012410886,0.0434753250423724,12
440,0.005007088244569452,0.008109116225216711,2.024645238834072e-06,12
