state,al,af,ar,epoch
004,0.027189794797254016,6.792746867656802e-06,6.792746867656802e-06,47
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,47
024,0.0914659488949376,0.008022062081723028,0.009461858183836215,47
034,0.0065766860698052805,0.0020489938982993683,0.0031531591369831757,47
044,0.0015958242315032597,0.0019059729597410934,0.003030629278722755,47
103,0.03007333750108055,1.0540366576232365e-05,0.0012207542988446306,47
113,0.5291036517547603,0.015642068492485155,0.004721929045118537,47
123,0.06844744768054446,0.009456751815487547,0.01238722566983416,47
133,0.15946801329152907,0.08503706931887019,0.11795332249201519,47
143,0.003314080015985158,0.006925928672599554,0.01048833282322588,47
202,0.13278841247521617,0.0002305468770544865,0.03162654974492117,47
212,0.15700923948683046,0.01613860824527546,0.038598591109669,47
222,1.3970338834427874e-05,0.009765873052176533,1.4932955800811099e-05,47
232,0.4108908725815631,0.2875331648415126,0.4735083351670878,47
242,0.2712507627878754,0.5656342241813316,0.9476439260064966,47
301,0.05445384449708255,4.069547680373263e-05,0.021517680002468634,47
311,0.4600725592723955,0.1245922771943095,0.2068305276312169,47
321,0.9054420660265304,0.3915080248165702,0.5250739261538944,47
331,0.19831666398515757,0.16830518064876268,0.001919205121301385,47
341,0.037837990489973015,0.05668365857536768,0.08282160987585808,47
400,0.034776462539207895,1.561973312637976e-05,0.01594532164675527,47
410,0.12461559694535505,0.0695593987373541,0.06832021036249648,47
420,1.378813015167069,1.0079313093695534,0.9918397429040114,47
430,0.1074745921345665,0.1260969830661847,0.11115372731254364,47
440,0.013747638449348603,0.022176073194893394,1.327770358885609e-05,47
