state,al,af,ar,epoch
004,0.020396252860950967,4.077845233164565e-06,4.077845233164565e-06,26
014,0.009237244201663601,0.00014191454620914262,0.00015063034083817627,26
024,0.04763663679247793,0.004096378704815986,0.0049060594355851165,26
034,0.004913902221078559,0.0015411537844992025,0.0023490987785276638,26
044,0.0007979714243669982,0.0009534632114762848,0.001515205274388126,26
103,0.015227745881787063,3.0356252434104497e-06,0.0005172158969890762,26
113,0.30358735572767326,0.008844767332381353,0.0015271753037158508,26
123,0.05109796632740314,0.006855124217437123,0.009207194118264332,26
133,0.09178042071275808,0.04868360106427486,0.06758374693132646,26
143,0.002977083898385766,0.00597599698760928,0.009301839089140219,26
202,0.06660220142966784,5.9771359861758266e-05,0.015782335553035487,26
212,0.10914198131677136,0.01115674939340515,0.026986865180500023,26
222,4.368706700795751e-06,0.00551158539498648,4.915496533593604e-06,26
232,0.3007000052924866,0.21139548715803222,0.34033658712685355,26
242,0.16629247860264845,0.342094998726555,0.5674319290973263,26
301,0.023363084227984804,8.142417123635831e-06,0.009273696697464756,26
311,0.2712741540293427,0.07362282004504268,0.12119648872982985,26
321,0.6600490626586414,0.28241994840813,0.38268591063796614,26
331,0.11733291138178736,0.09863360336002662,0.0006609169282673793,26
341,0.022071312295854212,0.03271830067497204,0.048167576917962,26
400,0.017358975592717082,4.351979476828759e-06,0.00798831088753435,26
410,0.07330475105650083,0.0411638926182303,0.04004232352981999,26
420,0.8393503043578011,0.6222264459253191,0.5995395108560503,26
430,0.059678366924518805,0.06918026098513082,0.06173412646551192,26
440,0.008762826241815909,0.014088172017186368,5.652853099336569e-06,26
