state,al,af,ar,epoch
004,0.013597647910454203,2.040260207276746e-06,2.040260207276746e-06,5
014,0.0,0.0,0.0,5
024,0.011217433186297782,0.0009902399929540443,0.0011495092229496602,5
034,0.0015868253541821888,0.0005394471053260747,0.0007459692902658261,5
044,0.0,0.0,0.0,5
103,0.005021794429830533,5.021794429830533e-07,0.0001983378539044537,5
113,0.03457100350281528,0.000970578600960974,2.0874731797498284e-05,5
123,0.01067160712483853,0.0013613785900501774,0.0019019407823220509,5
133,0.011882941199146728,0.006300974915526658,0.008692089959350547,5
143,0.0,0.0,0.0,5
202,0.01557188784512922,3.903329597094867e-06,0.003828401635119831,5
212,0.024480583969436958,0.0025091209856802155,0.005935834931810734,5
222,4.823183108702844e-07,0.0019235566654798439,6.741916591073984e-07,5
232,0.04829604261165604,0.03417538735611145,0.052661524447267044,5
242,0.06459195721069863,0.1332803091744574,0.21814430342414806,5
301,0.0038382575869805166,3.838257586980517e-07,0.0015625,5
311,0.03563396917176939,0.009672382861427473,0.015782376480802322,5
321,0.10219226653375665,0.0433070377577739,0.05943392402570777,5
331,0.014082412790846287,0.011379531109796628,9.787726380774387e-06,5
341,0.009441034459005251,0.014029967877614099,0.020568916485249,5
400,0.004366701657230694,4.3667016572306943e-07,0.002,5
410,0.026445984261288233,0.014696656249107707,0.014566636295454613,5
420,0.3354995085054212,0.24924333644797894,0.23985246413631728,5
430,0.022794677934343154,0.025685803466076285,0.023480364786981324,5
440,0.003757156623053392,0.006080735079685753,1.2149485648772784e-06,5
