state,al,af,ar,epoch
004,0.03397784857695218,1.0183738978484362e-05,1.0183738978484362e-05,58
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,58
024,0.1161952289952265,0.0101048778083097,0.012111955468751056,58
034,0.008238316600306557,0.0025568942542491353,0.003957180317714051,58
044,0.0015958242315032597,0.0019059729597410934,0.003030629278722755,58
103,0.03997752779546317,1.802985145004378e-05,0.0016833366840126427,58
113,0.6128629630987421,0.018158185983310655,0.006377915517121914,58
123,0.08253873830110262,0.01152037339508083,0.014943498418568622,58
133,0.1864878374725512,0.09890165387912118,0.13802552725956557,58
143,0.003314080015985158,0.006925928672599554,0.01048833282322588,58
202,0.1717534692544295,0.0003819474909830514,0.040550241101917094,58
212,0.1952965534937586,0.02012651479068718,0.04722251976459038,58
222,2.137223043353326e-05,0.012059569676835608,2.2556815170783287e-05,58
232,0.48300043826645805,0.33705020300153926,0.5649698215447362,58
242,0.30056617707853767,0.6301586293938538,1.0580136099601685,58
301,0.06596259812787704,5.917839397457008e-05,0.02610265481995492,58
311,0.5369474417536706,0.14538244453987106,0.24158564849531994,58
321,1.0708059077533294,0.4665349172291033,0.6205607151736853,58
331,0.23060195612355724,0.19678092926752583,0.0026119262137375534,58
341,0.0416351615267688,0.06239979472561909,0.09114951477042206,58
400,0.04340963089764895,2.3837165867967807e-05,0.01991205277157622,58
410,0.1417207119078786,0.07921597803780908,0.07761180640003076,58
420,1.5283529538033396,1.1120482049627765,1.101788024125667,58
430,0.1243205778114005,0.14694714273382908,0.1286744955528923,58
440,0.017519799167838985,0.028192373323653624,2.1090445417424206e-05,58
