state,al,af,ar,epoch
004,0.013597647910454203,2.040260207276746e-06,2.040260207276746e-06,16
014,0.009237244201663601,0.00014191454620914262,0.00015063034083817627,16
024,0.02562678942418847,0.002071953949334153,0.002672170337017648,16
034,0.004913902221078559,0.0015411537844992025,0.0023490987785276638,16
044,0.0,0.0,0.0,16
103,0.015227745881787063,3.0356252434104497e-06,0.0005172158969890762,16
113,0.1514163455049155,0.004294495581442051,0.0003770072798662385,16
123,0.03013406608029671,0.003867118835513023,0.005396142735521574,16
133,0.04518259558194872,0.023834718749222963,0.03311598672422645,16
143,0.0020970614358516867,0.004294612620212327,0.006596375424224239,16
202,0.03147069481146679,1.4090092475688398e-05,0.007188166843926239,16
212,0.07546470926189618,0.007726716444988953,0.018487482194037036,16
222,3.3729823479786603e-06,0.004849904067336915,3.854599772364373e-06,16
232,0.22044644668273022,0.15509529428804986,0.2465864962294869,16
242,0.11248019730467444,0.2300820603053356,0.38060359196335775,16
301,0.019423680370219465,5.811920621458809e-06,0.007754113350537659,16
311,0.1419733449934231,0.03857939065651872,0.06310364191792456,16
321,0.48238420904933504,0.2052259897035508,0.2786983247111904,16
331,0.05516772470179487,0.04581156075200351,0.0001448578105140058,16
341,0.017401985672687408,0.025724997714306714,0.037902617405161675,16
400,0.004366701657230694,4.3667016572306943e-07,0.002,16
410,0.05584561955902769,0.031350797758285594,0.03054908471028108,16
420,0.5718065655083455,0.4255934135967345,0.40809263545062724,16
430,0.04496608370131288,0.05179083579882881,0.04651956692954204,16
440,0.005007088244569452,0.008109116225216711,2.024645238834072e-06,16
