state,al,af,ar,epoch
004,0.020396252860950967,4.077845233164565e-06,4.077845233164565e-06,32
014,0.01389391436384967,0.00020678763896679272,0.0002310085338968987,32
024,0.06695756153202392,0.005796378821071369,0.0069110306240547925,32
034,0.004913902221078559,0.0015411537844992025,0.0023490987785276638,32
044,0.0007979714243669982,0.0009534632114762848,0.001515205274388126,32
103,0.015227745881787063,3.0356252434104497e-06,0.0005172158969890762,32
113,0.39331068886896214,0.011596657575420596,0.0025843369238089144,32
123,0.05614372355238942,0.007673964211511948,0.01017550796157869,32
133,0.11906218861543497,0.06351800423570955,0.08789268817804083,32
143,0.002977083898385766,0.00597599698760928,0.009301839089140219,32
202,0.10184515692711635,0.0001365497115441149,0.023924818631059,32
212,0.11858379472195121,0.012148307914245227,0.02963381508997182,32
222,4.915496533593604e-06,0.005847991694026524,5.4953802064626624e-06,32
232,0.3127714032303605,0.220329517047991,0.3547302904133986,32
242,0.20895677681778413,0.43213252052666684,0.719325927476809,32
301,0.03892591800130521,2.135306757870151e-05,0.015382963183132169,32
311,0.3497988556176818,0.09484018434144988,0.15695472543122535,32
321,0.6858489244931382,0.2933736588635012,0.399504941908761,32
331,0.15177850035509574,0.12827365309015007,0.0011158348251204449,32
341,0.026768990514653934,0.039664012011934424,0.058345374849824876,32
400,0.017358975592717082,4.351979476828759e-06,0.00798831088753435,32
410,0.08488182456034726,0.047659554899509585,0.04637636598613965,32
420,1.0560442888069925,0.7787567222540063,0.7561238581307745,32
430,0.07429239126955092,0.08659228626579633,0.07682098047354559,32
440,0.008762826241815909,0.014088172017186368,5.652853099336569e-06,32
