state,al,af,ar,epoch
004,0.04075997761970649,1.4249553001476527e-05,1.4249553001476527e-05,81
014,0.0230488105437259,0.00036128205191882253,0.0003784107188969084,81
024,0.16258866269248684,0.013924281796362877,0.01718847674461391,81
034,0.014676880225827083,0.004708352356377065,0.007029843380310133,81
044,0.0015958242315032597,0.0019059729597410934,0.003030629278722755,81
103,0.08965845623043563,8.481226724731025e-05,0.0037294275875990462,81
113,0.8879241099739306,0.026509650809933446,0.013728573480571266,81
123,0.10961794739693893,0.016270890657259375,0.020124378329550524,81
133,0.2711507507015765,0.14155070694540337,0.2011275765503206,81
143,0.005788253858972871,0.01218820325040098,0.01835693820029933,81
202,0.2453129821085333,0.0007715075359123031,0.05701490421964601,81
212,0.26054598819454755,0.027120550596996893,0.06323458095332979,81
222,4.246704813692367e-05,0.017017403530335724,4.412632144182032e-05,81
232,0.5644548794386411,0.39414086149380256,0.6732295806813368,81
242,0.3490256894817749,0.7344850300998322,1.2414040299576552,81
301,0.07751916532077602,8.109468952859811e-05,0.030639464373879117,81
311,0.7681468721637486,0.20802922732662626,0.34571017807598586,81
321,1.257823626754216,0.5548191980496494,0.7340431713245654,81
331,0.33375871868179163,0.2897601367633518,0.005647521878269797,81
341,0.06688078443487316,0.10069522582381554,0.14666436094513843,81
400,0.04774159127844911,2.858748782994475e-05,0.021892443781732517,81
410,0.22821841594931816,0.12780951676114283,0.12482934208058731,81
420,1.7724113954479028,1.2811980339532425,1.2826729356727504,81
430,0.17524506254187328,0.21014779338618217,0.18161683487330693,81
440,0.0212271654929177,0.03423885224448671,3.0685512531721045e-05,81
